"identifier","game_rank","points","bgg_id","bgg_name"
4,23,28,366013,"Heat: Pedal to the Metal"
4,24,27,167791,"Terraforming Mars"
4,25,26,185343,"Anachrony"
4,26,25,337627,"Voidfall"
4,27,24,268864,"Undaunted: Normandy"
4,28,23,187645,"Star Wars: Rebellion"
4,29,22,175914,"Food Chain Magnate"
4,30,21,295770,"Frosthaven"
4,31,20,193738,"Great Western Trail"
4,32,19,269511,"Cooper Island"
4,33,18,125618,"Libertalia"
4,34,17,367220,"Sea Salt & Paper"
4,35,16,97842,"Last Will"
4,36,15,241724,"Villagers"
4,37,14,93,"El Grande"
4,38,13,205637,"Arkham Horror: The Card Game"
4,39,12,328871,"Terraforming Mars: Ares Expedition"
4,40,11,256997,"Perseverance: Castaway Chronicles – Episodes 1 & 2"
4,41,10,121921,"Robinson Crusoe: Adventures on the Cursed Island"
4,42,9,161936,"Pandemic Legacy: Season 1"
4,43,8,234671,"Pandemic: Rising Tide"
4,44,7,358386,"Moon"
4,45,6,36218,"Dominion"
4,46,5,318184,"Imperium: Classics"
4,47,4,198928,"Iberia"
4,48,3,150376,"Dead of Winter: A Crossroads Game"
4,49,2,334986,"Daybreak"
4,50,1,328565,"Caper: Europe"
5,1,50,214880,"City of the Big Shoulders"
5,2,49,4098,"Age of Steam"
5,3,48,115746,"War of the Ring: Second Edition"
5,4,47,164928,"Orléans"
5,5,46,39351,"Automobile"
5,6,45,256730,"Pipeline"
5,7,44,84876,"The Castles of Burgundy"
5,8,43,347305,"Inventions: Evolution of Ideas"
5,9,42,342810,"Marrakesh"
5,10,41,383179,"Age of Innovation"
5,11,40,15987,"Arkham Horror"
5,12,39,246900,"Eclipse: Second Dawn for the Galaxy"
5,13,38,37111,"Battlestar Galactica: The Board Game"
5,14,37,193738,"Great Western Trail"
5,15,36,193949,"Star Trek: Ascendancy"
5,16,35,175914,"Food Chain Magnate"
5,17,34,62219,"Dominant Species"
5,18,33,370757,"Zoo Tycoon: The Board Game"
5,19,32,400602,"Civolution"
5,20,31,224517,"Brass: Birmingham"
5,21,30,521,"Crokinole"
5,22,29,220308,"Gaia Project"
5,23,28,130486,"Small City"
5,24,27,48726,"Alien Frontiers"
5,25,26,172287,"Champions of Midgard"
5,26,25,12962,"Reef Encounter"
5,27,24,272739,"Clinic: Deluxe Edition"
5,28,23,227789,"Heaven & Ale"
5,29,22,161533,"Lisboa"
5,30,21,169786,"Scythe"
5,31,20,292187,"1861: Railways of the Russian Empire & 1867: Railways of Canada"
5,32,19,95527,"Madeira"
5,33,18,167791,"Terraforming Mars"
5,34,17,256960,"Pax Pamir: Second Edition"
5,35,16,325022,"Coffee Traders"
5,36,15,192836,"The Colonists"
5,37,14,187645,"Star Wars: Rebellion"
5,38,13,362598,"Atlas Lost: Rise of the New Sovereigns"
5,39,12,349948,"Ceres"
5,40,11,395875,"Oranges & Lemons"
5,41,10,39463,"Cosmic Encounter"
5,42,9,355093,"Woodcraft"
5,43,8,227935,"Wonderland's War"
5,44,7,132018,"Churchill"
5,45,6,2651,"Power Grid"
5,46,5,184267,"On Mars"
5,47,4,310873,"Carnegie"
5,48,3,246684,"Smartphone Inc."
5,49,2,280480,"Crystal Palace"
5,50,1,229491,"Edge of Darkness"
6,1,50,233078,"Twilight Imperium: Fourth Edition"
6,2,49,332686,"John Company: Second Edition"
6,3,48,256960,"Pax Pamir: Second Edition"
6,4,47,175914,"Food Chain Magnate"
6,5,46,240980,"Blood on the Clocktower"
6,6,45,10630,"Memoir '44"
6,7,44,284083,"The Crew: The Quest for Planet Nine"
6,8,43,47,"Chinatown"
6,9,42,199478,"Flamme Rouge"
6,10,41,253608,"18Chesapeake"
6,11,40,12333,"Twilight Struggle"
6,12,39,25021,"Sekigahara: The Unification of Japan"
6,13,38,27708,"1960: The Making of the President"
6,14,37,30549,"Pandemic"
6,15,36,144189,"Fire in the Lake"
6,16,35,92415,"Skull"
6,17,34,359871,"Arcs"
6,18,33,552,"Bus"
6,19,32,172,"For Sale"
6,20,31,118,"Modern Art"
6,21,30,260428,"Fall of Rome"
6,22,29,230802,"Azul"
6,23,28,190082,"Whitehall Mystery"
6,24,27,36400,"The Guns of Gettysburg"
6,25,26,237182,"Root"
6,26,25,42,"Tigris & Euphrates"
6,27,24,291457,"Gloomhaven: Jaws of the Lion"
6,28,23,161882,"Irish Gauge"
6,29,22,291572,"Oath"
6,30,21,311900,"Votes for Women"
6,31,20,349750,"Molly House"
6,32,19,39463,"Cosmic Encounter"
6,33,18,60,"Vinci"
6,34,17,291453,"SCOUT"
6,35,16,1159,"Evo"
6,36,15,197072,"High Treason: The Trial of Louis Riel"
6,37,14,224,"History of the World"
6,38,13,171131,"Captain Sonar"
6,39,12,279537,"The Search for Planet X"
6,40,11,34119,"Tales of the Arabian Nights"
6,41,10,5,"Acquire"
6,42,9,350205,"Horseless Carriage"
6,43,8,46,"Medici"
6,44,7,182134,"Evolution: Climate"
6,45,6,822,"Carcassonne"
6,46,5,217372,"The Quest for El Dorado"
6,47,4,193037,"Dead of Winter: The Long Night"
6,48,3,3076,"Puerto Rico"
6,49,2,225694,"Decrypto"
6,50,1,350689,"Wormholes"
7,1,50,84876,"The Castles of Burgundy"
7,2,49,163068,"Trickerion: Legends of Illusion"
7,3,48,224517,"Brass: Birmingham"
7,4,47,124361,"Concordia"
7,5,46,321608,"Hegemony: Lead Your Class to Victory"
7,6,45,31260,"Agricola"
7,7,44,342942,"Ark Nova"
7,8,43,119432,"Snowdonia"
7,9,42,128721,"Crisis"
7,10,41,316554,"Dune: Imperium"
7,11,40,144344,"Rococo"
7,12,39,128621,"Viticulture"
7,13,38,371942,"The White Castle"
7,14,37,236191,"London (Second Edition)"
7,15,36,28720,"Brass: Lancashire"
7,16,35,176734,"The Manhattan Project: Energy Empire"
7,17,34,217780,"Gentes"
7,18,33,163413,"Murano"
7,19,32,193738,"Great Western Trail"
7,20,31,121,"Dune"
7,21,30,347767,"Ostia"
7,22,29,217776,"Import / Export"
7,23,28,128271,"Ginkgopolis"
7,24,27,169786,"Scythe"
7,25,26,196340,"Yokohama"
7,26,25,104006,"Village"
7,27,24,97842,"Last Will"
7,28,23,133848,"Euphoria: Build a Better Dystopia"
7,29,22,200834,"Sola Fide: The Reformation"
7,30,21,43015,"Hansa Teutonica"
7,31,20,182874,"Grand Austria Hotel"
7,32,19,350184,"Earth"
7,33,18,238638,"Castell"
7,34,17,240,"Britannia"
7,35,16,216132,"Clans of Caledonia"
7,36,15,265188,"Glen More II: Chronicles"
7,37,14,24181,"Imperial"
7,38,13,2651,"Power Grid"
7,39,12,238889,"Tales of the Northlands: The Sagas of Noggin the Nog"
7,40,11,193558,"The Oracle of Delphi"
7,41,10,154809,"Nippon"
7,42,9,62219,"Dominant Species"
7,43,8,177478,"IKI"
7,44,7,164928,"Orléans"
7,45,6,317985,"Beyond the Sun"
7,46,5,328871,"Terraforming Mars: Ares Expedition"
7,47,4,266810,"Paladins of the West Kingdom"
7,48,3,110327,"Lords of Waterdeep"
7,49,2,229853,"Teotihuacan: City of Gods"
7,50,1,233371,"Clank! In! Space!: A Deck-Building Adventure"
8,1,50,4098,"Age of Steam"
8,2,49,237182,"Root"
8,3,48,342942,"Ark Nova"
8,4,47,317985,"Beyond the Sun"
8,5,46,28720,"Brass: Lancashire"
8,6,45,28143,"Race for the Galaxy"
8,7,44,359871,"Arcs"
8,8,43,280480,"Crystal Palace"
8,9,42,391137,"Galactic Cruise"
8,10,41,93,"El Grande"
8,11,40,421310,"Beyond the Horizon"
8,12,39,4583,"Pinochle"
8,13,38,167791,"Terraforming Mars"
8,14,37,182028,"Through the Ages: A New Story of Civilization"
8,15,36,214880,"City of the Big Shoulders"
8,16,35,12,"Ra"
8,17,34,313,"Big Boss"
8,18,33,124361,"Concordia"
8,19,32,146886,"La Granja"
8,20,31,3076,"Puerto Rico"
8,21,30,18602,"Caylus"
8,22,29,31260,"Agricola"
8,23,28,66837,"1862: Railway Mania in the Eastern Counties"
8,24,27,150145,"Skull King"
8,25,26,400602,"Civolution"
8,26,25,130486,"Small City"
8,27,24,347305,"Inventions: Evolution of Ideas"
8,28,23,256960,"Pax Pamir: Second Edition"
8,29,22,332686,"John Company: Second Edition"
8,30,21,365357,"Railways of the Lost Atlas"
8,31,20,421,"1830: Railways & Robber Barons"
8,32,19,383179,"Age of Innovation"
8,33,18,261424,"Big City: 20th Anniversary Jumbo Edition!"
8,34,17,143693,"Glass Road"
8,35,16,169786,"Scythe"
8,36,15,229853,"Teotihuacan: City of Gods"
8,37,14,198953,"Pax Renaissance"
8,38,13,35677,"Le Havre"
8,39,12,111799,"Cuba Libre"
8,40,11,3434,"Golden Deuce"
8,41,10,174837,"Sol: Last Days of a Star"
8,42,9,350198,"Terminus"
8,43,8,144733,"Russian Railroads"
8,44,7,2511,"Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases"
8,45,6,16992,"Tsuro"
8,46,5,329716,"Eleven: Football Manager Board Game"
8,47,4,330881,"The Flood"
8,48,3,350184,"Earth"
8,49,2,282853,"CATAN: Starfarers"
8,50,1,155460,"The Hobbit: An Unexpected Journey Deck-Building Game"
9,1,50,111341,"The Great Zimbabwe"
9,2,49,12,"Ra"
9,3,48,4098,"Age of Steam"
9,4,47,144592,"Bruxelles 1893"
9,5,46,28143,"Race for the Galaxy"
9,6,45,11,"Bohnanza"
9,7,44,152,"Mü & More"
9,8,43,147949,"One Night Ultimate Werewolf"
9,9,42,124361,"Concordia"
9,10,41,178900,"Codenames"
9,11,40,150145,"Skull King"
9,12,39,2651,"Power Grid"
9,13,38,182874,"Grand Austria Hotel"
9,14,37,3076,"Puerto Rico"
9,15,36,126163,"Tzolk'in: The Mayan Calendar"
9,16,35,36424,"Gulf, Mobile & Ohio"
9,17,34,224517,"Brass: Birmingham"
9,18,33,254640,"Just One"
9,19,32,822,"Carcassonne"
9,20,31,192291,"Sushi Go Party!"
9,21,30,84876,"The Castles of Burgundy"
9,22,29,250458,"Gùgōng"
9,23,28,31260,"Agricola"
9,24,27,50,"Lost Cities"
9,25,26,198953,"Pax Renaissance"
9,26,25,340,"Frank's Zoo"
9,27,24,30549,"Pandemic"
9,28,23,173346,"7 Wonders Duel"
9,29,22,291453,"SCOUT"
9,30,21,345972,"Cat in the Box: Deluxe Edition"
9,31,20,128882,"The Resistance: Avalon"
9,32,19,11971,"Cockroach Poker"
9,33,18,152470,"Fief: France 1429"
9,34,17,163412,"Patchwork"
9,35,16,240980,"Blood on the Clocktower"
9,36,15,230802,"Azul"
9,37,14,148949,"Istanbul"
9,38,13,256960,"Pax Pamir: Second Edition"
9,39,12,147020,"Star Realms"
9,40,11,251247,"Barrage"
9,41,10,463,"Magic: The Gathering"
9,42,9,46,"Medici"
9,43,8,298047,"Marvel United"
9,44,7,236191,"London (Second Edition)"
9,45,6,91873,"Strasbourg"
9,46,5,552,"Bus"
9,47,4,15987,"Arkham Horror"
9,48,3,66797,"Heckmeck Junior"
9,49,2,320,"Scrabble"
9,50,1,367220,"Sea Salt & Paper"
10,1,50,202426,"Sidereal Confluence"
10,2,49,93,"El Grande"
10,3,48,43015,"Hansa Teutonica"
10,4,47,31260,"Agricola"
10,5,46,42,"Tigris & Euphrates"
10,6,45,12333,"Twilight Struggle"
10,7,44,19777,"Indonesia"
10,8,43,145371,"Three Kingdoms Redux"
10,9,42,97683,"Age of Rail: South Africa"
10,10,41,325022,"Coffee Traders"
10,11,40,3097,"1849: The Game of Sicilian Railways"
10,12,39,12,"Ra"
10,13,38,251247,"Barrage"
10,14,37,175914,"Food Chain Magnate"
10,15,36,256960,"Pax Pamir: Second Edition"
10,16,35,146910,"Wildcatters"
10,17,34,28143,"Race for the Galaxy"
10,18,33,155821,"Inis"
10,19,32,31730,"Wabash Cannonball"
10,20,31,552,"Bus"
10,21,30,2651,"Power Grid"
10,22,29,359438,"Skymines"
10,23,28,13122,"Antiquity"
10,24,27,122515,"Keyflower"
10,25,26,28720,"Brass: Lancashire"
10,26,25,171623,"The Voyages of Marco Polo"
10,27,24,182028,"Through the Ages: A New Story of Civilization"
10,28,23,23540,"Shikoku 1889"
10,29,22,24181,"Imperial"
10,30,21,118,"Modern Art"
10,31,20,63888,"Innovation"
10,32,19,218479,"Cerebria: The Inside World"
10,33,18,111341,"The Great Zimbabwe"
10,34,17,246900,"Eclipse: Second Dawn for the Galaxy"
10,35,16,164698,"Fresh Fish"
10,36,15,219101,"Pavlov's House"
10,37,14,396790,"Nucleum"
10,38,13,38453,"Space Alert"
10,39,12,237182,"Root"
10,40,11,324856,"The Crew: Mission Deep Sea"
10,41,10,275912,"Rise & Fall"
10,42,9,73439,"Troyes"
10,43,8,138704,"Northern Pacific"
10,44,7,19857,"Glory to Rome"
10,45,6,198953,"Pax Renaissance"
10,46,5,185343,"Anachrony"
10,47,4,17392,"Here I Stand"
10,48,3,503,"Through the Desert"
10,49,2,70149,"Ora et Labora"
10,50,1,216132,"Clans of Caledonia"
11,1,50,19857,"Glory to Rome"
11,2,49,4098,"Age of Steam"
11,3,48,224517,"Brass: Birmingham"
11,4,47,237182,"Root"
11,5,46,84876,"The Castles of Burgundy"
11,6,45,121921,"Robinson Crusoe: Adventures on the Cursed Island"
11,7,44,122515,"Keyflower"
11,8,43,233078,"Twilight Imperium: Fourth Edition"
11,9,42,332686,"John Company: Second Edition"
11,10,41,19777,"Indonesia"
11,11,40,97683,"Age of Rail: South Africa"
11,12,39,55670,"Macao"
11,13,38,125153,"The Gallerist"
11,14,37,39683,"At the Gates of Loyang"
11,15,36,295770,"Frosthaven"
11,16,35,42052,"Vinhos"
11,17,34,50750,"Belfort"
11,18,33,121,"Dune"
11,19,32,26990,"Container"
11,20,31,359871,"Arcs"
11,21,30,115746,"War of the Ring: Second Edition"
11,22,29,31730,"Wabash Cannonball"
11,23,28,253319,"Southern Pacific"
11,24,27,161882,"Irish Gauge"
11,25,26,128621,"Viticulture"
11,26,25,2651,"Power Grid"
11,27,24,316624,"Stationfall"
11,28,23,281655,"High Frontier 4 All"
11,29,22,146910,"Wildcatters"
11,30,21,291572,"Oath"
11,31,20,367150,"Dune: War for Arrakis"
11,32,19,181279,"Fury of Dracula (Third/Fourth Edition)"
11,33,18,82168,"Escape from the Aliens in Outer Space"
11,34,17,20437,"Lords of Vegas"
11,35,16,23540,"Shikoku 1889"
11,36,15,205059,"Mansions of Madness: Second Edition"
11,37,14,70512,"Luna"
11,38,13,256960,"Pax Pamir: Second Edition"
11,39,12,111799,"Cuba Libre"
11,40,11,163068,"Trickerion: Legends of Illusion"
11,41,10,103185,"Walnut Grove"
11,42,9,35285,"Prussian Rails"
11,43,8,374507,"Cruel Necessity (Deluxe Edition): The English Civil Wars 1640-1653"
11,44,7,15987,"Arkham Horror"
11,45,6,11,"Bohnanza"
11,46,5,39463,"Cosmic Encounter"
11,47,4,36424,"Gulf, Mobile & Ohio"
11,48,3,253608,"18Chesapeake"
11,49,2,66362,"Glen More"
11,50,1,292187,"1861: Railways of the Russian Empire & 1867: Railways of Canada"
12,1,50,291572,"Oath"
12,2,49,205637,"Arkham Horror: The Card Game"
12,3,48,162886,"Spirit Island"
12,4,47,338376,"A Gest of Robin Hood"
12,5,46,359871,"Arcs"
12,6,45,40692,"Small World"
12,7,44,592,"Spades"
12,8,43,31260,"Agricola"
12,9,42,84876,"The Castles of Burgundy"
12,10,41,28143,"Race for the Galaxy"
12,11,40,521,"Crokinole"
12,12,39,421006,"The Lord of the Rings: Duel for Middle-earth"
12,13,38,232918,"Fallout"
12,14,37,169786,"Scythe"
12,15,36,342942,"Ark Nova"
12,16,35,385761,"Faraway"
12,17,34,188834,"Secret Hitler"
12,18,33,294986,"Necromolds: Monster Battles"
12,19,32,287954,"Azul: Summer Pavilion"
12,20,31,406257,"SUMO"
12,21,30,329082,"Radlands"
12,22,29,822,"Carcassonne"
12,23,28,36218,"Dominion"
12,24,27,13,"CATAN"
12,25,26,205610,"A Game of Thrones: Hand of the King"
12,26,25,218603,"Photosynthesis"
12,27,24,6472,"A Game of Thrones"
12,28,23,25462,"German Whist"
12,29,22,1927,"Munchkin"
12,30,21,123540,"Tokaido"
12,31,20,226605,"Fire Tower"
12,32,19,54043,"Jaipur"
12,33,18,232822,"Stratego"
12,34,17,14996,"Ticket to Ride: Europe"
12,35,16,30549,"Pandemic"
13,1,50,144189,"Fire in the Lake"
13,2,49,4098,"Age of Steam"
13,3,48,62227,"Labyrinth: The War on Terror, 2001 – ?"
13,4,47,127518,"A Distant Plain"
13,5,46,277538,"1822MX"
13,6,45,111341,"The Great Zimbabwe"
13,7,44,224517,"Brass: Birmingham"
13,8,43,332686,"John Company: Second Edition"
13,9,42,281655,"High Frontier 4 All"
13,10,41,175914,"Food Chain Magnate"
13,11,40,265537,"Weimar: The Fight for Democracy"
13,12,39,109276,"Kanban: Driver's Edition"
13,13,38,96848,"Mage Knight Board Game"
13,14,37,17392,"Here I Stand"
13,15,36,183685,"Mr. President: The American Presidency, 2001-2020"
13,16,35,66837,"1862: Railway Mania in the Eastern Counties"
13,17,34,162886,"Spirit Island"
13,18,33,28143,"Race for the Galaxy"
13,19,32,12333,"Twilight Struggle"
13,20,31,128780,"Pax Porfiriana"
13,21,30,125153,"The Gallerist"
13,22,29,198953,"Pax Renaissance"
13,23,28,257198,"TOKYO TSUKIJI MARKET"
13,24,27,291572,"Oath"
13,25,26,82222,"Xia: Legends of a Drift System"
13,26,25,84876,"The Castles of Burgundy"
13,27,24,124361,"Concordia"
13,28,23,39351,"Automobile"
13,29,22,231733,"Obsession"
13,30,21,247763,"Underwater Cities"
13,31,20,132018,"Churchill"
13,32,19,30549,"Pandemic"
13,33,18,42052,"Vinhos"
13,34,17,177736,"A Feast for Odin"
13,35,16,23540,"Shikoku 1889"
13,36,15,22877,"Fields of Fire"
13,37,14,12,"Ra"
13,38,13,262941,"Dominant Species: Marine"
13,39,12,161533,"Lisboa"
13,40,11,552,"Bus"
13,41,10,318983,"Faiyum"
13,42,9,235555,"Bios: Origins (Second Edition)"
13,43,8,31260,"Agricola"
13,44,7,276025,"Maracaibo"
13,45,6,256960,"Pax Pamir: Second Edition"
13,46,5,352695,"Oranienburger Kanal"
13,47,4,214029,"SpaceCorp: 2025-2300AD"
13,48,3,159692,"Comanchería: The Rise and Fall of the Comanche Empire"
13,49,2,249590,"Nevsky: Teutons and Rus in Collision 1240-1242"
13,50,1,199561,"Sagrada"
14,1,50,115746,"War of the Ring: Second Edition"
14,2,49,175914,"Food Chain Magnate"
14,3,48,42052,"Vinhos"
14,4,47,162886,"Spirit Island"
14,5,46,163839,"Feudum"
14,6,45,17405,"1846: The Race for the Midwest"
14,7,44,165872,"Liberty or Death: The American Insurrection"
14,8,43,95527,"Madeira"
14,9,42,109276,"Kanban: Driver's Edition"
14,10,41,174430,"Gloomhaven"
14,11,40,31260,"Agricola"
14,12,39,163068,"Trickerion: Legends of Illusion"
14,13,38,154825,"Arkwright"
14,14,37,18602,"Caylus"
14,15,36,28720,"Brass: Lancashire"
14,16,35,4098,"Age of Steam"
14,17,34,17133,"Railways of the World"
14,18,33,167791,"Terraforming Mars"
14,19,32,154809,"Nippon"
14,20,31,145371,"Three Kingdoms Redux"
14,21,30,77423,"The Lord of the Rings: The Card Game"
14,22,29,198953,"Pax Renaissance"
14,23,28,193728,"Pendragon: The Fall of Roman Britain"
14,24,27,39351,"Automobile"
14,25,26,237182,"Root"
14,26,25,182028,"Through the Ages: A New Story of Civilization"
14,27,24,193867,"1822: The Railways of Great Britain"
14,28,23,224517,"Brass: Birmingham"
14,29,22,19777,"Indonesia"
14,30,21,251247,"Barrage"
14,31,20,161533,"Lisboa"
14,32,19,3076,"Puerto Rico"
14,33,18,256730,"Pipeline"
14,34,17,68448,"7 Wonders"
14,35,16,111341,"The Great Zimbabwe"
14,36,15,124361,"Concordia"
14,37,14,125153,"The Gallerist"
14,38,13,1,"Die Macher"
14,39,12,93,"El Grande"
14,40,11,164928,"Orléans"
14,41,10,161936,"Pandemic Legacy: Season 1"
14,42,9,367150,"Dune: War for Arrakis"
14,43,8,163154,"Falling Sky: The Gallic Revolt Against Caesar"
14,44,7,9625,"Struggle of Empires"
14,45,6,256960,"Pax Pamir: Second Edition"
14,46,5,875,"Roads & Boats"
14,47,4,12333,"Twilight Struggle"
14,48,3,63170,"1817"
14,49,2,237179,"Weather Machine"
14,50,1,124742,"Android: Netrunner"
15,1,50,316554,"Dune: Imperium"
15,2,49,224517,"Brass: Birmingham"
15,3,48,256960,"Pax Pamir: Second Edition"
15,4,47,161533,"Lisboa"
15,5,46,4098,"Age of Steam"
15,6,45,198953,"Pax Renaissance"
15,7,44,347305,"Inventions: Evolution of Ideas"
15,8,43,350205,"Horseless Carriage"
15,9,42,12,"Ra"
15,10,41,366013,"Heat: Pedal to the Metal"
15,11,40,367150,"Dune: War for Arrakis"
15,12,39,220,"High Society"
15,13,38,233078,"Twilight Imperium: Fourth Edition"
15,14,37,383179,"Age of Innovation"
15,15,36,172996,"The King Is Dead"
15,16,35,124361,"Concordia"
15,17,34,220308,"Gaia Project"
15,18,33,160495,"ZhanGuo"
15,19,32,408180,"Shackleton Base: A Journey to the Moon"
15,20,31,368173,"Let's Go! To Japan"
15,21,30,144344,"Rococo"
15,22,29,359871,"Arcs"
15,23,28,185343,"Anachrony"
15,24,27,362944,"War of the Ring: The Card Game"
15,25,26,317985,"Beyond the Sun"
15,26,25,310873,"Carnegie"
15,27,24,125153,"The Gallerist"
15,28,23,228372,"Iberian Gauge"
15,29,22,230802,"Azul"
15,30,21,299607,"Capital Lux 2: Generations"
15,31,20,367476,"Inheritors"
15,32,19,142379,"Escape Plan"
15,33,18,300001,"Renature"
15,34,17,367966,"Endeavor: Deep Sea"
15,35,16,182874,"Grand Austria Hotel"
15,36,15,307305,"Bullet♥︎"
15,37,14,223770,"Startups"
15,38,13,177478,"IKI"
15,39,12,338957,"Caesar!: Seize Rome in 20 Minutes!"
15,40,11,399941,"River of Gold"
15,41,10,378983,"Tipperary"
15,42,9,401216,"Cascadero"
15,43,8,118,"Modern Art"
15,44,7,414317,"Harmonies"
15,45,6,295374,"Long Shot: The Dice Game"
15,46,5,391163,"Forest Shuffle"
15,47,4,332686,"John Company: Second Edition"
15,48,3,283155,"Calico"
15,49,2,2655,"Hive"
15,50,1,296912,"Fort"
16,1,50,188,"Go"
16,2,49,220308,"Gaia Project"
16,3,48,224517,"Brass: Birmingham"
16,4,47,291457,"Gloomhaven: Jaws of the Lion"
16,5,46,166571,"Tramways"
16,6,45,191189,"Aeon's End"
16,7,44,77423,"The Lord of the Rings: The Card Game"
16,8,43,310873,"Carnegie"
16,9,42,170216,"Blood Rage"
16,10,41,42052,"Vinhos"
16,11,40,155821,"Inis"
